county	time	grade	pct_dtap_medical_exempt	pct_dtap_nonmedical_exempt	pct_hepb_medical_exempt	pct_hepb_nonmedical_exempt	pct_hib_medical_exempt	pct_hib_nonmedical_exempt	pct_mmr_medical_exempt	pct_mmr_nonmedical_exempt	pct_pcv_medical_exempt	pct_pcv_nonmedical_exempt	pct_polio_medical_exempt	pct_polio_nonmedical_exempt	pct_varicella_medical_exempt	pct_varicella_nonmedical_exempt	pct_tdap_medical_exempt	pct_tdap_nonmedical_exempt	geography	state	geography_name	N_dtap	N_polio	N_mmr	N_hep_b	N_varicella	N_personal_exempt	N_medical_exempt	N_full_exempt	pct_dtap	pct_polio	pct_mmr	pct_hep_b	pct_varicella	pct_personal_exempt	pct_medical_exempt	pct_full_exempt
Phillips	2023-09-01	School	NA	1.04	NA	1.04	NA	NA	NA	1.04	NA	NA	NA	1.04	NA	1.04	NA	0.41	08095	CO	Phillips	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Phillips	2024-09-01	Child Care/Preschool	NA	3.49	NA	3.49	NA	3.49	NA	3.49	NA	3.49	NA	3.49	NA	3.49	NA	NA	08095	CO	Phillips	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Phillips	2024-09-01	School	NA	0.62	NA	0.49	NA	NA	NA	0.62	NA	NA	NA	0.62	0.74	0.74	NA	0.22	08095	CO	Phillips	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Phillips	2025-09-01	Child Care/Preschool	NA	5.1	NA	5.1	NA	5.1	NA	5.1	NA	5.1	NA	5.1	NA	5.1	NA	NA	08095	CO	Phillips	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Phillips	2025-09-01	School	NA	0.89	NA	0.89	NA	NA	NA	0.89	NA	NA	NA	0.89	0.51	1.14	NA	1.15	08095	CO	Phillips	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pitkin	2018-09-01	Child Care/Preschool	NA	3.85	0.43	5.56	NA	4.06	NA	4.49	0.43	5.13	0.43	4.27	NA	6.84	NA	NA	08097	CO	Pitkin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pitkin	2018-09-01	Kindergarten	NA	7.58	NA	6.06	NA	NA	NA	10.61	NA	NA	NA	9.09	NA	11.36	NA	NA	08097	CO	Pitkin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pitkin	2018-09-01	School	0.05	5.4	NA	7.14	NA	NA	NA	5.82	NA	NA	NA	6.4	NA	7.67	NA	4.96	08097	CO	Pitkin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pitkin	2019-09-01	Child Care/Preschool	0.26	4.16	0.26	6.49	0.26	4.16	0.26	4.42	0.26	4.68	0.26	5.19	0.26	4.94	NA	NA	08097	CO	Pitkin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pitkin	2019-09-01	Kindergarten	NA	15.38	NA	7.69	NA	NA	NA	15.38	NA	NA	NA	23.08	NA	7.69	NA	NA	08097	CO	Pitkin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pitkin	2019-09-01	School	0.17	2.19	0.08	3.2	NA	NA	0.08	3.03	NA	NA	0.08	2.94	0.08	5.72	NA	1.51	08097	CO	Pitkin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pitkin	2020-09-01	Child Care/Preschool	NA	5.6	NA	7.65	NA	4.29	NA	4.66	NA	5.41	NA	6.34	NA	7.09	NA	NA	08097	CO	Pitkin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pitkin	2020-09-01	Kindergarten	NA	6.42	NA	9.17	NA	NA	NA	4.59	NA	NA	NA	7.34	NA	9.17	NA	NA	08097	CO	Pitkin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pitkin	2020-09-01	School	0.06	5.22	NA	6.54	NA	NA	0.06	5.33	NA	NA	0.06	5.68	0.06	6.82	0.1	4.75	08097	CO	Pitkin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pitkin	2021-09-01	Child Care/Preschool	NA	1.98	NA	5.94	NA	1.73	NA	2.72	NA	2.97	NA	4.7	NA	3.96	NA	NA	08097	CO	Pitkin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pitkin	2021-09-01	Kindergarten	0.96	7.69	0.96	9.62	NA	NA	0.96	9.62	NA	NA	0.96	10.58	0.96	9.62	NA	NA	08097	CO	Pitkin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pitkin	2021-09-01	School	0.18	4.67	0.18	4.67	NA	NA	0.18	5.32	NA	NA	0.18	6.03	0.18	6.8	0.1	8.34	08097	CO	Pitkin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pitkin	2022-09-01	Child Care/Preschool	NA	4.56	0.35	5.96	NA	4.56	NA	4.56	NA	4.56	NA	4.91	NA	4.91	NA	NA	08097	CO	Pitkin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pitkin	2022-09-01	Kindergarten	NA	5.36	NA	5.36	NA	NA	NA	4.46	NA	NA	NA	5.36	NA	5.36	NA	NA	08097	CO	Pitkin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pitkin	2022-09-01	School	0.11	2.04	0.11	3.01	NA	NA	0.06	2.55	NA	NA	0.11	2.89	0.06	3.06	NA	2.15	08097	CO	Pitkin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pitkin	2023-09-01	Child Care/Preschool	NA	2.44	NA	3.18	NA	2.2	NA	2.44	NA	2.69	NA	2.69	NA	2.44	NA	NA	08097	CO	Pitkin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pitkin	2023-09-01	Kindergarten	NA	2.46	0.82	4.1	NA	NA	NA	3.28	NA	NA	NA	2.46	NA	3.28	NA	NA	08097	CO	Pitkin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pitkin	2023-09-01	School	0.06	3.63	0.24	4.94	NA	NA	0.06	3.99	NA	NA	0.12	4.7	0.18	5	NA	4.52	08097	CO	Pitkin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pitkin	2024-09-01	Child Care/Preschool	NA	2.75	NA	4.24	NA	3.18	NA	3.81	NA	3.39	NA	3.81	NA	3.6	NA	NA	08097	CO	Pitkin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pitkin	2024-09-01	Kindergarten	NA	4.12	NA	6.19	NA	NA	NA	5.15	NA	NA	NA	4.12	NA	5.15	NA	NA	08097	CO	Pitkin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pitkin	2024-09-01	School	0.06	4.45	0.11	6.4	NA	NA	0.11	5.18	NA	NA	0.17	5.62	0.22	5.79	0.07	5.62	08097	CO	Pitkin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pitkin	2025-09-01	Child Care/Preschool	NA	4.4	NA	5.27	NA	4.62	NA	4.62	NA	4.84	NA	4.84	NA	4.62	NA	NA	08097	CO	Pitkin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pitkin	2025-09-01	Kindergarten	NA	9.6	NA	9.6	NA	NA	NA	10.4	NA	NA	NA	9.6	NA	9.6	NA	NA	08097	CO	Pitkin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pitkin	2025-09-01	School	0.06	5.57	0.11	6.29	NA	NA	0.06	5.3	NA	NA	0.06	5.85	0.06	6.23	NA	5.79	08097	CO	Pitkin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Prowers	2018-09-01	Child Care/Preschool	NA	0.83	NA	0.83	NA	0.83	NA	0.83	NA	0.83	NA	0.83	NA	0.83	NA	NA	08099	CO	Prowers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Prowers	2018-09-01	Kindergarten	NA	1.01	NA	0.5	NA	NA	NA	1.01	NA	NA	NA	1.01	NA	1.01	NA	NA	08099	CO	Prowers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Prowers	2018-09-01	School	NA	1.1	NA	0.89	NA	NA	NA	1.23	NA	NA	NA	1.32	NA	1.36	NA	2.5	08099	CO	Prowers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Prowers	2019-09-01	Child Care/Preschool	NA	0.8	NA	0.53	NA	0.53	NA	0.53	NA	0.53	NA	0.53	NA	1.6	NA	NA	08099	CO	Prowers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Prowers	2019-09-01	Kindergarten	NA	2.53	NA	1.9	NA	NA	NA	1.9	NA	NA	NA	1.9	NA	1.9	NA	NA	08099	CO	Prowers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Prowers	2019-09-01	School	NA	1.21	NA	1.11	NA	NA	NA	1.3	NA	NA	NA	1.25	NA	1.49	NA	2.33	08099	CO	Prowers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Prowers	2020-09-01	Child Care/Preschool	NA	1.02	NA	1.02	NA	1.02	NA	1.02	NA	1.02	NA	1.02	NA	1.27	NA	NA	08099	CO	Prowers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Prowers	2020-09-01	Kindergarten	NA	1.99	NA	1.99	NA	NA	NA	1.99	NA	NA	NA	1.99	NA	1.99	NA	NA	08099	CO	Prowers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Prowers	2020-09-01	School	NA	0.9	NA	0.8	NA	NA	NA	1.04	NA	NA	NA	0.99	NA	1.04	NA	1.4	08099	CO	Prowers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Prowers	2021-09-01	Child Care/Preschool	NA	0.93	NA	0.62	NA	0.93	NA	0.62	NA	0.62	NA	0.62	NA	0.62	NA	NA	08099	CO	Prowers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Prowers	2021-09-01	Kindergarten	NA	1.26	NA	1.26	NA	NA	NA	1.26	NA	NA	NA	1.26	NA	1.26	NA	NA	08099	CO	Prowers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Prowers	2021-09-01	School	NA	1.38	NA	1.43	NA	NA	NA	1.33	NA	NA	NA	1.43	NA	1.33	NA	1.38	08099	CO	Prowers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Prowers	2022-09-01	Child Care/Preschool	NA	1.06	NA	1.06	NA	1.06	NA	1.06	NA	1.06	NA	1.06	NA	1.06	NA	NA	08099	CO	Prowers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Prowers	2022-09-01	Kindergarten	NA	0.43	NA	0.43	NA	NA	NA	0.43	NA	NA	NA	0.43	NA	0.43	NA	NA	08099	CO	Prowers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Prowers	2022-09-01	School	NA	0.94	NA	0.94	NA	NA	NA	1.03	NA	NA	NA	0.98	NA	1.12	NA	1.99	08099	CO	Prowers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Prowers	2023-09-01	Kindergarten	NA	3.43	NA	3.43	NA	NA	NA	3.43	NA	NA	NA	3.43	NA	3.43	NA	NA	08099	CO	Prowers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Prowers	2023-09-01	School	NA	1.63	NA	1.63	NA	NA	NA	1.77	NA	NA	NA	1.63	NA	1.77	NA	1.57	08099	CO	Prowers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Prowers	2024-09-01	Child Care/Preschool	NA	1.31	NA	0.98	NA	0.98	NA	1.31	NA	0.98	NA	1.31	NA	1.31	NA	NA	08099	CO	Prowers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Prowers	2024-09-01	School	NA	1.87	NA	1.47	NA	NA	NA	1.96	NA	NA	NA	1.57	NA	1.62	NA	2.36	08099	CO	Prowers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Prowers	2025-09-01	Child Care/Preschool	NA	1.4	NA	1.4	NA	1.4	NA	1.4	NA	1.4	NA	1.4	NA	1.4	NA	NA	08099	CO	Prowers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Prowers	2025-09-01	Kindergarten	NA	2.24	NA	1.49	NA	NA	NA	2.99	NA	NA	NA	2.24	NA	2.99	NA	NA	08099	CO	Prowers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Prowers	2025-09-01	School	NA	2.05	NA	1.95	NA	NA	NA	2.25	NA	NA	NA	2.05	NA	2.2	NA	2.03	08099	CO	Prowers	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pueblo	2018-09-01	Child Care/Preschool	0.08	1.42	NA	1.53	NA	1.45	0.04	1.45	NA	1.45	NA	1.49	NA	1.49	NA	NA	08101	CO	Pueblo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pueblo	2018-09-01	Kindergarten	NA	2.14	NA	1.83	NA	NA	NA	2.19	NA	NA	NA	2.09	NA	2.29	NA	NA	08101	CO	Pueblo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pueblo	2018-09-01	School	0.07	1.35	0.13	1.32	NA	NA	0.12	1.46	NA	NA	0.18	1.4	0.2	1.71	0.03	1.56	08101	CO	Pueblo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pueblo	2019-09-01	Child Care/Preschool	0.18	1.57	0.18	1.53	0.18	1.48	0.18	1.48	0.18	1.48	0.18	1.48	0.18	1.53	NA	NA	08101	CO	Pueblo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pueblo	2019-09-01	Kindergarten	0.05	2.61	0.05	2.66	NA	NA	0.05	2.61	NA	NA	0.05	2.61	0.05	2.71	NA	NA	08101	CO	Pueblo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pueblo	2019-09-01	School	0.12	1.76	0.12	1.85	NA	NA	0.12	1.88	NA	NA	0.12	1.83	0.13	1.94	0.18	2.05	08101	CO	Pueblo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pueblo	2020-09-01	Child Care/Preschool	0.08	1.73	0.08	1.73	0.08	1.64	0.12	1.73	0.08	1.64	0.08	1.6	0.08	1.73	NA	NA	08101	CO	Pueblo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pueblo	2020-09-01	Kindergarten	NA	2.62	NA	2.42	NA	NA	NA	2.62	NA	NA	NA	2.72	NA	2.62	NA	NA	08101	CO	Pueblo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pueblo	2020-09-01	School	0.02	1.56	0.05	1.64	NA	NA	0.04	1.65	NA	NA	0.03	1.63	0.06	1.77	0.04	1.93	08101	CO	Pueblo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pueblo	2021-09-01	Child Care/Preschool	NA	1.97	NA	1.85	NA	1.91	NA	1.91	NA	1.91	NA	1.91	NA	1.97	NA	NA	08101	CO	Pueblo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pueblo	2021-09-01	Kindergarten	0.11	1.78	0.06	1.44	NA	NA	0.17	1.61	NA	NA	0.11	1.56	0.22	1.61	NA	NA	08101	CO	Pueblo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pueblo	2021-09-01	School	0.05	1.18	0.06	1.19	NA	NA	0.08	1.26	NA	NA	0.05	1.24	0.12	1.35	0.07	1.66	08101	CO	Pueblo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pueblo	2022-09-01	Child Care/Preschool	0.2	1.52	0.13	1.59	0.13	1.59	0.13	1.52	0.13	1.65	0.13	1.59	0.13	1.65	NA	NA	08101	CO	Pueblo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pueblo	2022-09-01	Kindergarten	0.16	1.2	0.05	1.09	NA	NA	0.05	1.2	NA	NA	0.1	1.2	0.05	1.2	NA	NA	08101	CO	Pueblo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pueblo	2022-09-01	School	0.05	0.97	0.06	0.94	NA	NA	0.07	1.02	NA	NA	0.06	1.05	0.09	1.03	0.06	0.81	08101	CO	Pueblo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pueblo	2023-09-01	Child Care/Preschool	5.1	2.05	5.1	1.93	5.1	1.93	5.1	1.93	5.1	1.93	5.1	1.93	5.1	1.93	NA	NA	08101	CO	Pueblo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pueblo	2023-09-01	Kindergarten	1.36	1.91	1.36	1.96	NA	NA	1.36	1.91	NA	NA	1.36	1.91	1.36	1.96	NA	NA	08101	CO	Pueblo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pueblo	2023-09-01	School	0.08	1.41	0.09	1.39	NA	NA	0.08	1.43	NA	NA	0.08	1.47	0.09	1.47	0.07	1.78	08101	CO	Pueblo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pueblo	2024-09-01	Child Care/Preschool	0.07	1.39	0.07	1.31	0.07	1.39	0.07	1.46	0.07	1.39	0.07	1.39	0.07	1.46	NA	NA	08101	CO	Pueblo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pueblo	2024-09-01	Kindergarten	0.11	1.47	0.11	1.3	NA	NA	0.11	1.58	NA	NA	0.11	1.58	0.11	1.58	NA	NA	08101	CO	Pueblo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pueblo	2024-09-01	School	0.1	1.19	0.1	1.18	NA	NA	0.11	1.28	NA	NA	0.09	1.25	0.11	1.3	0.09	1.37	08101	CO	Pueblo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pueblo	2025-09-01	Child Care/Preschool	NA	1.75	NA	1.75	NA	1.75	NA	1.75	NA	1.75	NA	1.75	NA	1.67	NA	NA	08101	CO	Pueblo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pueblo	2025-09-01	Kindergarten	0.06	2.61	0.06	2.36	NA	NA	0.06	2.68	NA	NA	0.06	2.61	0.06	2.8	NA	NA	08101	CO	Pueblo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pueblo	2025-09-01	School	0.09	1.75	0.11	1.63	NA	NA	0.1	1.76	NA	NA	0.09	1.79	0.11	1.8	0.08	2.17	08101	CO	Pueblo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rio Blanco	2018-09-01	Child Care/Preschool	NA	5.19	NA	5.19	NA	3.9	NA	3.9	NA	5.19	NA	5.19	NA	6.49	NA	NA	08103	CO	Rio Blanco	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rio Blanco	2018-09-01	Kindergarten	NA	5	NA	5	NA	NA	1.25	5	NA	NA	NA	5	1.25	5	NA	NA	08103	CO	Rio Blanco	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rio Blanco	2018-09-01	School	NA	3.73	NA	3.82	NA	NA	0.25	3.65	NA	NA	0.17	3.65	0.76	3.82	NA	3.7	08103	CO	Rio Blanco	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rio Blanco	2019-09-01	Child Care/Preschool	NA	4.49	NA	6.74	NA	4.49	NA	3.37	NA	3.37	NA	NA	NA	4.49	NA	NA	08103	CO	Rio Blanco	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rio Blanco	2019-09-01	Kindergarten	NA	9.09	NA	3.9	NA	NA	NA	7.79	NA	NA	NA	9.09	NA	11.69	NA	NA	08103	CO	Rio Blanco	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rio Blanco	2019-09-01	School	NA	4.42	0.09	4.08	NA	NA	NA	5.02	NA	NA	NA	4.42	0.34	5.19	NA	6.71	08103	CO	Rio Blanco	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rio Blanco	2020-09-01	Child Care/Preschool	NA	3.03	NA	4.04	NA	1.01	NA	1.01	NA	1.01	NA	3.03	NA	1.01	NA	NA	08103	CO	Rio Blanco	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rio Blanco	2020-09-01	Kindergarten	NA	6.9	NA	20.69	NA	NA	NA	6.9	NA	NA	NA	6.9	NA	9.2	NA	NA	08103	CO	Rio Blanco	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rio Blanco	2020-09-01	School	NA	4.81	NA	4.15	NA	NA	0.08	5.31	NA	NA	NA	5.06	0.66	5.72	NA	7.21	08103	CO	Rio Blanco	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rio Blanco	2021-09-01	Child Care/Preschool	NA	2.67	NA	2.67	NA	2.67	NA	2.67	NA	2.67	NA	1.33	NA	2.67	NA	NA	08103	CO	Rio Blanco	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rio Blanco	2021-09-01	Kindergarten	NA	4.55	NA	4.55	NA	NA	NA	4.55	NA	NA	NA	4.55	NA	4.55	NA	NA	08103	CO	Rio Blanco	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rio Blanco	2021-09-01	School	0.09	4.74	0.09	3.83	NA	NA	0.09	4.64	NA	NA	0.09	4.55	0.73	5.19	NA	7.95	08103	CO	Rio Blanco	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rio Blanco	2022-09-01	Child Care/Preschool	NA	10	NA	8.75	NA	10	NA	11.25	NA	8.75	NA	10	NA	8.75	NA	NA	08103	CO	Rio Blanco	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rio Blanco	2022-09-01	Kindergarten	NA	2.38	NA	1.19	NA	NA	NA	2.38	NA	NA	NA	2.38	NA	2.38	NA	NA	08103	CO	Rio Blanco	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rio Blanco	2022-09-01	School	NA	4.22	NA	3.44	NA	NA	0.09	4.13	NA	NA	NA	3.87	0.34	4.04	0.15	5.16	08103	CO	Rio Blanco	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rio Blanco	2023-09-01	Child Care/Preschool	NA	8.04	NA	8.04	NA	7.14	NA	7.14	NA	7.14	NA	8.04	NA	7.14	NA	NA	08103	CO	Rio Blanco	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rio Blanco	2023-09-01	Kindergarten	NA	7.35	NA	7.35	NA	NA	NA	7.35	NA	NA	NA	7.35	NA	7.35	NA	NA	08103	CO	Rio Blanco	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rio Blanco	2023-09-01	School	NA	3.35	NA	2.56	NA	NA	0.09	3.44	NA	NA	NA	3.61	0.35	3.88	0.3	4.98	08103	CO	Rio Blanco	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rio Blanco	2024-09-01	Child Care/Preschool	NA	11.36	NA	12.5	NA	10.23	NA	12.5	NA	10.23	NA	11.36	NA	11.36	NA	NA	08103	CO	Rio Blanco	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rio Blanco	2024-09-01	Kindergarten	NA	12.2	NA	8.54	NA	NA	NA	10.98	NA	NA	NA	10.98	NA	13.41	NA	NA	08103	CO	Rio Blanco	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rio Blanco	2024-09-01	School	0.09	3.71	NA	3.02	NA	NA	0.17	3.88	NA	NA	0.17	3.79	0.26	4.4	0.15	6.46	08103	CO	Rio Blanco	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rio Blanco	2025-09-01	Child Care/Preschool	NA	13.04	NA	8.7	NA	9.78	NA	13.04	NA	8.7	NA	14.13	NA	13.04	NA	NA	08103	CO	Rio Blanco	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rio Blanco	2025-09-01	Kindergarten	NA	8.47	NA	10.17	NA	NA	NA	10.17	NA	NA	NA	10.17	NA	10.17	NA	NA	08103	CO	Rio Blanco	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rio Blanco	2025-09-01	School	0.18	4.76	NA	3.77	NA	NA	0.18	4.58	NA	NA	0.09	4.49	0.09	4.67	NA	4.98	08103	CO	Rio Blanco	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rio Grande	2018-09-01	Child Care/Preschool	0.48	3.38	0.48	3.38	0.48	3.38	0.97	3.38	0.48	3.38	0.48	3.38	0.97	3.38	NA	NA	08105	CO	Rio Grande	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
