"OBJECTID","SCHOOL","DIST_SCHL","DISTSCHL","ADDRESS","CITY","STATE","ZIP","MAIL_CITY","MAIL_ST","DISTRICT","COMMENT","WebAllPercentMinReq","WebAllPercentInProcess","WebAllPercentBehindSchedule","WebAllPercentNoRecord","WebAllPercentHealth","WebAllPercentRelig","WebAllPercentPers","WebAllPercentNoShots","WebAllPercentMinReq_TXT","WebAllPercentInProcess_TXT","WebAllPercentBehindSchedule_TXT","WebAllPercentNoRecord_TXT","WebAllPercentHealth_TXT","WebAllPercentRelig_TXT","WebAllPercentPers_TXT","WebAllPercentNoShots_TXT","LAT","LON"
2402,"Random Lake High","4641/0080",,"605 Random Lake Rd","Random Lake","WI","53075",,,"Random Lake","Report received",96,4,4,4,4,4,4,4,">95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",43.55470743,-87.97253893
2403,"Random Lake Middle","4641/0020",,"605 Random Lake Rd","Random Lake","WI","53075",,,"Random Lake","Report received",96,4,4,4,4,4,5,4,">95%","<5%","<5%","<5%","<5%","<5%","5%","<5%",43.55470743,-87.97253893
2404,"Rawson Elementary","5439/0080",,"1410 Rawson Ave","South Milwaukee","WI","53172-1995",,,"South Milwaukee","Report received",94,4,4,4,4,4,4,4,"94%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",42.9164685,-87.87014138
2405,"Raymond Elementary","4686/0020",,"2659 76th St","Franksville","WI","53126-9540",,,"Raymond #14","Report received",96,4,4,4,4,4,4,4,">95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",42.79800737,-88.01421474
2406,"Read Elementary","4179/0340",,"1120 Algoma Blvd","Oshkosh","WI","54901-3516",,,"Oshkosh Area","Report received",91,4,4,4,4,4,8,4,"91%","<5%","<5%","<5%","<5%","<5%","8%","<5%",44.03101769,-88.55452581
2407,"Readfield Elementary","3955/0100",,"E9177 State Highway 96","Readfield","WI","54969",,,"New London","Report received",89,4,4,4,4,4,9,4,"89%","<5%","<5%","<5%","<5%","<5%","9%","<5%",44.27135441,-88.76720774
2408,"Ready 4 Learning School","4179/0190",,"325 S Eagle St","Oshkosh","WI","54902-5626",,,"Oshkosh Area","Report received",94,4,4,4,4,4,4,4,"94%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",44.01523328,-88.57399427
2409,"Reagan College Preparatory High","3619/0435",,"4965 S 20th St","Milwaukee","WI","53221-2860",,,"Milwaukee","Report received",96,4,4,4,4,4,4,4,">95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",42.95411687,-87.9399843
2410,"Red Apple Elementary","4620/0174",,"914 Saint Patrick St","Racine","WI","53402-4895",,,"Racine Unified","Report received",92,4,4,4,4,4,4,4,"92%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",42.74091213,-87.79115976
2411,"Red Creek Elementary","0476/0130",,"410 County Road A","Black River Falls","WI","54615",,,"Black River Falls","Report received",96,4,4,4,4,4,4,4,">95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",44.30689789,-90.85214982
2412,"Red Smith K-8","2289/0160",,"2765 Sussex St","Green Bay","WI","54311",,,"Green Bay Area Public","Report received",89,4,6,4,4,4,4,4,"89%","<5%","6%","<5%","<5%","<5%","<5%","<5%",44.5453856,-87.90530002
2413,"Redgranite Elementary","6237/0060",,"513 Bonnell Ave","Redgranite","WI","54970",,,"Wautoma Area","Report received",93,4,4,4,4,4,4,4,"93%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",44.0372362,-89.09528936
2414,"Reedsburg Area High","4753/0080",,"1100 S Albert Ave","Reedsburg","WI","53959-2423",,,"Reedsburg","Report received",94,4,4,4,4,4,4,4,"94%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",43.52256738,-90.02142674
2415,"Reedsville Elementary","4760/0020",,"350 Park St","Reedsville","WI","54230",,,"Reedsville","Report received",94,4,4,4,4,4,5,4,"94%","<5%","<5%","<5%","<5%","<5%","5%","<5%",44.14823117,-87.95244886
2416,"Reedsville Jr/Sr High School","4760/0040",,"340 Manitowoc St","Reedsville","WI","54230",,,"Reedsville","Report received",92,4,4,4,4,4,7,4,"92%","<5%","<5%","<5%","<5%","<5%","7%","<5%",44.15381793,-87.95319849
2417,"Reek Elementary","3094/0020",,"W4094 S Lakeshore Dr","Lake Geneva","WI","53147-3923",,,"Linn J6","Report received",85,4,4,4,4,4,14,7,"85%","<5%","<5%","<5%","<5%","<5%","14%","7%",42.54607801,-88.50121253
2418,"Renaissance Charter Academy","4893/0410",,"262 E Cascade Ave","River Falls","WI","54022",,,"River Falls","Report received",92,4,4,4,4,4,8,4,"92%","<5%","<5%","<5%","<5%","<5%","8%","<5%",44.85368544,-92.62510285
2419,"Renaissance School","0147/0420",,"610 N Badger Ave","Appleton","WI","54914-4198",,,"Appleton Area","Report received",96,4,4,4,4,4,6,4,">95%","<5%","<5%","<5%","<5%","<5%","6%","<5%",44.26851686,-88.42833425
2420,"Reuther Central High","2793/0450",,"913 57th St","Kenosha","WI","53140-4023",,,"Kenosha","Report received",92,4,4,4,4,4,7,4,"92%","<5%","<5%","<5%","<5%","<5%","7%","<5%",42.5831888,-87.82254366
2421,"Rhinelander High","4781/0180",,"665 Coolidge Ave","Rhinelander","WI","54501-2898",,,"Rhinelander","Report received",94,4,4,4,4,4,4,4,"94%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",45.64829861,-89.4002945
2422,"Rib Lake Elementary","4795/0100",,"1236 Kennedy St","Rib Lake","WI","54470",,,"Rib Lake","Report received",86,4,4,4,4,4,12,4,"86%","<5%","<5%","<5%","<5%","<5%","12%","<5%",45.32780534,-90.20562905
2423,"Rib Lake High","4795/0060",,"1200 North St","Rib Lake","WI","54470",,,"Rib Lake","Report received",90,4,4,4,4,4,10,4,"90%","<5%","<5%","<5%","<5%","<5%","10%","<5%",45.32449905,-90.20618245
2424,"Rib Lake Middle","4795/0080",,"1296 North St","Rib Lake","WI","54470",,,"Rib Lake","Report received",84,4,4,4,4,4,14,4,"84%","<5%","<5%","<5%","<5%","<5%","14%","<5%",45.32424486,-90.20756323
2425,"Rib Mountain Elementary","6223/0280",,"2701 Robin Ln","Wausau","WI","54401-7110",,,"Wausau","Report received",94,4,4,4,4,4,4,4,"94%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",44.92993124,-89.66937976
2426,"Rice Lake High","4802/0180",,"30 S Wisconsin Ave","Rice Lake","WI","54868-1995",,,"Rice Lake Area","Report received",94,4,4,4,4,4,6,4,"94%","<5%","<5%","<5%","<5%","<5%","6%","<5%",45.50014094,-91.74898148
2427,"Rice Lake Middle","4802/0140",,"204 Cameron Rd","Rice Lake","WI","54868-1837",,,"Rice Lake Area","Report received",93,4,4,4,4,4,6,4,"93%","<5%","<5%","<5%","<5%","<5%","6%","<5%",45.49874241,-91.75359065
2428,"Richards Elementary","6419/0080",,"5812 N Santa Monica Blvd","Whitefish Bay","WI","53217-4699",,,"Whitefish Bay","Report received",95,4,4,4,4,4,4,4,"95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",43.1232263,-87.90603346
2429,"Richfield Middle","2570/0290",,"3117 Holy Hill Rd","Richfield","WI","53076-9783",,,"Holy Hill Area","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",43.25015613,-88.19202157
2430,"Richland Center High","4851/0320",,"1996 US Hwy 14 W","Richland Center","WI","53581-1352",,,"Richland","Report received",83,4,4,4,4,4,15,4,"83%","<5%","<5%","<5%","<5%","<5%","15%","<5%",43.34909308,-90.40547033
2431,"Richland Center Intermediate School","4851/0280",,"1801 State Highway 80","Richland Center","WI","53581",,,"Richland","Report received",79,4,4,4,4,4,17,4,"79%","<5%","<5%","<5%","<5%","<5%","17%","<5%",43.31793932,-90.38660639
2432,"Richland Center Primary School","4851/0030",,"1990 Bohmann Dr","Richland Center","WI","53581-2909",,,"Richland","Report received",80,4,4,4,4,4,13,4,"80%","<5%","<5%","<5%","<5%","<5%","13%","<5%",43.31850222,-90.37924615
2433,"Richland Online Academy","4851/0450",,"1996 US Hwy 14 W","Richland Center","WI","53581-1352",,,"Richland","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",43.34909308,-90.40547033
2434,"Richmond Elementary","0147/0340",,"1441 E John St","Appleton","WI","54915-3498",,,"Appleton Area","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",44.25574425,-88.38277197
2435,"Richmond Elementary","3122/0020",,"N56W26530 Richmond Rd","Sussex","WI","53089-4299",,,"Richmond","Report received",92,4,4,4,4,4,7,4,"92%","<5%","<5%","<5%","<5%","<5%","7%","<5%",43.12044797,-88.27449321
2436,"Ridgeland-Dallas Elementary","0308/0120",,"315 Main St","Ridgeland","WI","54763",,,"Barron Area","Report received",84,7,4,4,4,4,8,4,"84%","7%","<5%","<5%","<5%","<5%","8%","<5%",45.20398273,-91.89375406
2437,"Riley Dual Language Montessori School","3619/0313",,"2424 S 4th St","Milwaukee","WI","53207-1411",,,"Milwaukee","Report received",92,4,4,4,4,4,4,4,"92%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",43.00110641,-87.91484987
2438,"Rio Elementary","4865/0020",,"355 Lowville Rd","Rio","WI","53960-9671",,,"Rio Community","Report received",88,4,6,4,4,4,4,4,"88%","<5%","6%","<5%","<5%","<5%","<5%","<5%",43.44593555,-89.24579346
2439,"Rio Middle/High","4865/0040",,"411 Church St","Rio","WI","53960-9684",,,"Rio Community","Report received",95,4,4,4,4,4,4,4,"95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",43.44299158,-89.23386975
2440,"Ripon High","4872/0120",,"850 Tiger Dr","Ripon","WI","54971",,,"Ripon Area","Report received",90,4,4,4,4,4,7,4,"90%","<5%","<5%","<5%","<5%","<5%","7%","<5%",43.83631574,-88.8322447
2441,"Ripon Middle","4872/0140",,"750 Tiger Dr","Ripon","WI","54971",,,"Ripon Area","Report received",88,4,4,4,4,4,10,4,"88%","<5%","<5%","<5%","<5%","<5%","10%","<5%",43.83631574,-88.8322447
2442,"River Bluff Middle","5621/0120",,"235 N Forrest St","Stoughton","WI","53589-1753",,,"Stoughton Area","Report received",89,4,4,4,4,4,6,4,"89%","<5%","<5%","<5%","<5%","<5%","6%","<5%",42.92005889,-89.21751384
2443,"River Cities High","6685/0430",,"2390 48th St S","Wisconsin Rapids","WI","54494-7712",,,"Wisconsin Rapids","Report received",96,4,4,4,4,4,4,4,">95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",44.37374327,-89.76665929
2444,"River Crest Elementary","2611/0150",,"535 County Road F","Hudson","WI","54016",,,"Hudson","Report received",96,4,4,4,4,4,7,4,">95%","<5%","<5%","<5%","<5%","<5%","7%","<5%",44.9401137,-92.72957077
2445,"River Falls 4 Children","4893/0130",,"421 W Maple St","River Falls","WI","54022",,,"River Falls","Report received",86,4,4,4,4,4,9,6,"86%","<5%","<5%","<5%","<5%","<5%","9%","6%",44.85983769,-92.63040258
2446,"River Falls eSchool","4893/0810",,"982 E Division St","River Falls","WI","54022",,,"River Falls","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",44.86140569,-92.61604159
2447,"River Falls High","4893/0080",,"818 Cemetery Rd","River Falls","WI","54022-2568",,,"River Falls","Report received",89,4,4,4,4,4,10,4,"89%","<5%","<5%","<5%","<5%","<5%","10%","<5%",44.83939822,-92.6151875
2448,"River Falls Public Montessori Academy","4893/0110",,"421 W Maple St","River Falls","WI","54022",,,"River Falls","Report received",68,4,4,4,4,4,32,14,"68%","<5%","<5%","<5%","<5%","<5%","32%","14%",44.85983769,-92.63040258
2449,"River Heights Elementary","3444/0220",,"615 24th Ave W","Menomonie","WI","54751-3899",,,"Menomonie Area","Report received",93,4,4,4,4,4,6,4,"93%","<5%","<5%","<5%","<5%","<5%","6%","<5%",44.86204607,-91.93581655
2450,"River Ridge Elementary","4904/0020",,"11165 County Highway P","Patch Grove","WI","53817",,,"River Ridge","Report received",92,4,4,4,4,4,7,4,"92%","<5%","<5%","<5%","<5%","<5%","7%","<5%",42.95214067,-90.97737866
2451,"River Ridge High","4904/0080",,"11165 County Highway P","Patch Grove","WI","53817",,,"River Ridge","Report received",96,4,4,4,4,4,4,4,">95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",42.95214067,-90.97737866
2452,"River Ridge Middle","4904/0040",,"11165 County Highway P","Patch Grove","WI","53817-0078",,,"River Ridge","Report received",94,4,4,4,4,4,4,4,"94%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",42.95214067,-90.97737866
2453,"River Trail Elementary","3619/0194",,"12021 W Florist Ave","Milwaukee","WI","53225-2119",,,"Milwaukee","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",43.12577254,-88.06162592
2454,"River Valley Early Learning Center","5523/0160",,"1370 Cherry St","Plain","WI","53577",,,"River Valley","Report received",96,4,4,4,4,4,4,4,">95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",43.27554813,-90.05055466
2455,"River Valley Elementary","5523/0120",,"830 W Daley St","Spring Green","WI","53588",,,"River Valley","Report received",96,4,4,4,4,4,4,4,">95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",43.17877053,-90.07947215
2456,"River Valley High","5523/0110",,"660 Varsity Blvd","Spring Green","WI","53588-8814",,,"River Valley","Report received",96,4,4,4,4,4,4,4,">95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",43.18106784,-90.07669973
2457,"River Valley Middle","5523/0100",,"660 W Daley St","Spring Green","WI","53588",,,"River Valley","Report received",96,4,4,4,4,4,6,4,">95%","<5%","<5%","<5%","<5%","<5%","6%","<5%",43.17812109,-90.07651761
2458,"River View School","2758/0200",,"101 Oak St","Kaukauna","WI","54130-2186",,,"Kaukauna Area","Report received",89,4,4,4,4,4,4,4,"89%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",44.27898096,-88.26801375
2459,"Riverdale Academy","3850/0430",,"800 N 6th St","Muscoda","WI","53573",,,"Riverdale","Report received",92,4,8,4,4,4,8,4,"92%","<5%","8%","<5%","<5%","<5%","8%","<5%",43.19355871,-90.43558197
2460,"Riverdale Elementary","3850/0150",,"800 N 6th St","Muscoda","WI","53573",,,"Riverdale","Report received",83,4,12,4,4,4,4,4,"83%","<5%","12%","<5%","<5%","<5%","<5%","<5%",43.19355871,-90.43558197
2461,"Riverdale High","3850/0120",,"235 E Elm St","Muscoda","WI","53573",,,"Riverdale","Report received",96,4,7,4,4,4,4,4,">95%","<5%","7%","<5%","<5%","<5%","<5%","<5%",43.19286131,-90.44051774
2462,"Riverdale Junior High","3850/0160",,"235 E Elm St","Muscoda","WI","53573",,,"Riverdale","Report received",83,4,17,4,4,4,4,4,"83%","<5%","17%","<5%","<5%","<5%","<5%","<5%",43.19286131,-90.44051774
2463,"Riveredge Outdoor Learning Elementary","1945/0120",,"4458 County Road Y","Saukville","WI","53080-1236",,,"Northern Ozaukee","Report received",71,4,4,4,4,4,26,12,"71%","<5%","<5%","<5%","<5%","<5%","26%","12%",43.43913721,-88.02362248
2464,"Riverside Elementary","4970/0070",,"166543  River Rd","Ringle","WI","54471",,,"D C Everest Area","Report received",93,4,4,4,4,4,6,4,"93%","<5%","<5%","<5%","<5%","<5%","6%","<5%",44.90556876,-89.46955668
2465,"Riverside Elementary","1862/0120",,"396 Linden St","Fond du Lac","WI","54935-4899",,,"Fond du Lac","Report received",93,4,4,4,4,4,6,4,"93%","<5%","<5%","<5%","<5%","<5%","6%","<5%",43.76842601,-88.45011357
2466,"Riverside Elementary","3437/0065",,"W153N8681 Margaret Rd","Menomonee Falls","WI","53051-3185",,,"Menomonee Falls","Report received",96,4,4,4,4,4,4,4,">95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",43.17510548,-88.10104823
2467,"Riverside High","3619/0029",,"1615 E Locust St","Milwaukee","WI","53211-3222",,,"Milwaukee","Report received",78,4,9,4,4,4,4,4,"78%","<5%","9%","<5%","<5%","<5%","<5%","<5%",43.0704964,-87.8897064
2468,"Riverside Middle","6125/0090",,"131 Hall St","Watertown","WI","53094-4114",,,"Watertown Unified","Report received",88,4,4,4,4,4,6,4,"88%","<5%","<5%","<5%","<5%","<5%","6%","<5%",43.19321787,-88.70358197
2469,"Riverview Early Learning Center","3290/0240",,"4400 Michigan Ave","Manitowoc","WI","54220-3098",,,"Manitowoc","Report received",94,4,4,4,4,4,4,4,"94%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",44.10681038,-87.7049052
2470,"Riverview Elementary","3290/0260",,"4400 Michigan Ave","Manitowoc","WI","54220-3098",,,"Manitowoc","Report received",96,4,4,4,4,4,4,4,">95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",44.10681038,-87.7049052
2471,"Riverview Elementary","5369/0020",,"300 Prosser St","Silver Lake","WI","53170",,,"Silver Lake J1","Report received",91,4,4,4,4,4,7,4,"91%","<5%","<5%","<5%","<5%","<5%","7%","<5%",42.55281513,-88.16871345
2472,"Riverview Elementary","6223/0300",,"4303 Troy St","Wausau","WI","54403-2200",,,"Wausau","Report received",95,4,4,4,4,4,4,4,"95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",45.00204861,-89.61503794
2473,"Riverview Elementary","6237/0080",,"525 S Water St","Wautoma","WI","54982",,,"Wautoma Area","Report received",87,6,4,4,4,4,4,4,"87%","6%","<5%","<5%","<5%","<5%","<5%","<5%",44.0699896,-89.29101972
2474,"Riverview Middle","0308/0140",,"135 W River Ave","Barron","WI","54812-1063",,,"Barron Area","Report received",77,4,14,4,4,4,7,4,"77%","<5%","14%","<5%","<5%","<5%","7%","<5%",45.40463605,-91.860737
2475,"Riverview Middle","4473/0120",,"300 Riverside Cir","Plymouth","WI","53073",,,"Plymouth Joint","Report received",87,4,4,4,4,4,11,4,"87%","<5%","<5%","<5%","<5%","<5%","11%","<5%",43.75586371,-87.97886945
2476,"Riverview School","6174/0800",,"521 Riverview Ave","Waukesha","WI","53188-3636",,,"Waukesha","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",43.02154332,-88.23005076
2477,"Riverwest Elementary","3619/0307",,"2765 N Fratney St","Milwaukee","WI","53212-2607",,,"Milwaukee","Report received",8,8,24,13,4,4,4,4,"8%","8%","24%","13%","<5%","<5%","<5%","<5%",43.06861666,-87.90196498
2478,"Robbins Elementary","1554/0460",,"3832 E Hamilton Ave","Eau Claire","WI","54701-8106",,,"Eau Claire Area","Report received",93,4,4,4,4,4,6,4,"93%","<5%","<5%","<5%","<5%","<5%","6%","<5%",44.78664647,-91.44967775
2479,"Robert Kupper Learning Center","5747/0800",,"1310 Townline Rd","Tomah","WI","54660-1335",,,"Tomah Area","Report received",96,4,4,4,4,4,4,4,">95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",43.98702635,-90.48264462
2480,"Roberts Elementary","1862/0260",,"270 Candy Ln","Fond du Lac","WI","54935-5300",,,"Fond du Lac","Report received",96,4,4,4,4,4,4,4,">95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",43.77068825,-88.42830993
2481,"Robinson Elementary","0413/0260",,"1801 Cranston Rd","Beloit","WI","53511-2592",,,"Beloit","Report received",96,4,4,4,4,4,4,4,">95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",42.53264878,-89.01577398
2482,"Robinson Elementary","2940/0040",,"5216 Forest Ave","Laona","WI","54541-9375",,,"Laona","Report received",96,4,4,4,4,4,4,4,">95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",45.56130298,-88.66867595
2483,"Robinwood Elementary","1900/0100",,"10705 W Robinwood Ln","Franklin","WI","53132-2299",,,"Franklin Public","Report received",94,4,4,4,4,4,4,4,"94%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",42.90215645,-88.04829471
2484,"Rock Elementary","2611/0120",,"340 13th St S","Hudson","WI","54016-2099",,,"Hudson","Report received",88,4,4,4,4,4,9,4,"88%","<5%","<5%","<5%","<5%","<5%","9%","<5%",44.96756415,-92.74018355
2485,"Rock Ledge Elementary","5138/0060",,"330 W Hickory St","Seymour","WI","54165-1694",,,"Seymour Community","Report received",90,4,4,4,4,4,6,4,"90%","<5%","<5%","<5%","<5%","<5%","6%","<5%",44.50482694,-88.33427928
2486,"Rock River Charter School","2695/0400",,"31 W Milwaukee St","Janesville","WI","53548-2911",,,"Janesville","Report received",96,4,12,4,4,4,4,4,">95%","<5%","12%","<5%","<5%","<5%","<5%","<5%",42.68206316,-89.02435586
2487,"Rock River Intermediate","6216/0110",,"451 E Spring St","Waupun","WI","53963-1198",,,"Waupun","Report received",92,4,4,4,4,4,5,4,"92%","<5%","<5%","<5%","<5%","<5%","5%","<5%",43.63977021,-88.72694884
2488,"Rock University High","2695/0450",,"6004 S County Road G","Janesville","WI","53546-9458",,,"Janesville","Report received",96,4,12,4,4,4,4,4,">95%","<5%","12%","<5%","<5%","<5%","<5%","<5%",42.59327843,-89.01619102
2489,"Rocketship Southside Community Prep","8002/8133",,"3003 W Cleveland Ave","Milwaukee","WI","53215",,,"Rocketship Education Wisconsin, Inc.","Report received",91,4,4,4,4,4,6,4,"91%","<5%","<5%","<5%","<5%","<5%","6%","<5%",42.99559955,-87.9517537
2490,"Rocketship Transformation Prep","8002/8140",,"5501 N 68th St N","Milwaukee","WI","53218",,,"Rocketship Education Wisconsin, Inc.","Report received",87,4,4,4,4,4,10,4,"87%","<5%","<5%","<5%","<5%","<5%","10%","<5%",43.11793607,-87.99618859
2491,"Rockfield Elementary","2058/0140",,"N132W18473 Rockfield Rd","Germantown","WI","53022-1165",,,"Germantown","Report received",92,4,4,4,4,4,5,4,"92%","<5%","<5%","<5%","<5%","<5%","5%","<5%",43.25675346,-88.13743119
2492,"Rockwell Elementary","1883/0180",,"821 Monroe St","Fort Atkinson","WI","53538-1099",,,"Fort Atkinson","Report received",91,4,4,4,4,4,4,4,"91%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",42.9394044,-88.8454081
2493,"Rocky Branch Elementary","4893/0040",,"1415 Bartosh Ln","River Falls","WI","54022-3430",,,"River Falls","Report received",94,4,4,4,4,4,6,4,"94%","<5%","<5%","<5%","<5%","<5%","6%","<5%",44.84314516,-92.63592651
2494,"Rogers Street Academy","3619/0177",,"2430 W Rogers St","Milwaukee","WI","53204-3655",,,"Milwaukee","Report received",84,4,8,4,4,4,4,4,"84%","<5%","8%","<5%","<5%","<5%","<5%","<5%",43.00893145,-87.94449661
2495,"Rolf's Early Childhood Center","6307/0110",,"737 S 3rd Ave","West Bend","WI","53095-3962",,,"West Bend","Report received",93,4,4,4,4,4,4,4,"93%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",43.41409472,-88.17952473
2496,"Rolling Hills Elementary","3822/0100",,"W322S9230 Beulah Rd","Mukwonago","WI","53149",,,"Mukwonago","Report received",93,4,4,4,4,4,4,4,"93%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",42.87745263,-88.38929767
2497,"Rome Corners Intermediate","4144/0200",,"1111 S Perry Pkwy","Oregon","WI","53575",,,"Oregon","Report received",89,4,9,4,4,4,4,4,"89%","<5%","9%","<5%","<5%","<5%","<5%","<5%",42.91800852,-89.39041307
2498,"Ronald C Dunlap Elementary School","0147/0280",,"1000 N Mason St","Appleton","WI","54914-3698",,,"Appleton Area","Report received",87,5,7,4,4,4,4,4,"87%","5%","7%","<5%","<5%","<5%","<5%","<5%",44.27084771,-88.42512325
2499,"Ronald R Albrecht Elementary","0700/0020",,"1400 21st St","Brodhead","WI","53520-2067",,,"Brodhead","Report received",95,4,4,4,4,4,4,4,"95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",42.60909765,-89.38271129
2500,"Ronald Reagan Elementary","3925/0100",,"4225 S Calhoun Rd","New Berlin","WI","53151-5531",,,"New Berlin","Report received",84,4,4,4,4,4,4,4,"84%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",42.96741474,-88.13094346
2501,"Roosevelt Elementary","1554/0480",,"3010 8th St","Eau Claire","WI","54703-1598",,,"Eau Claire Area","Report received",94,4,4,4,4,4,6,4,"94%","<5%","<5%","<5%","<5%","<5%","6%","<5%",44.83042291,-91.52164426
2502,"Roosevelt Elementary","2695/0320",,"316 S Ringold St","Janesville","WI","53545-4198",,,"Janesville","Report received",96,4,4,4,4,4,4,4,">95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",42.68282405,-89.00784862
2503,"Roosevelt Elementary","2793/0460",,"3322 Roosevelt Rd","Kenosha","WI","53142-3935",,,"Kenosha","Report received",83,6,4,4,4,4,4,4,"83%","6%","<5%","<5%","<5%","<5%","<5%","<5%",42.57063988,-87.84895482
2504,"Roosevelt Elementary","3892/0200",,"215 E Forest Ave","Neenah","WI","54956-2797",,,"Neenah Joint","Report received",85,4,4,4,4,4,11,7,"85%","<5%","<5%","<5%","<5%","<5%","11%","7%",44.1898363,-88.45424422
2505,"Roosevelt Elementary","4179/0360",,"910 N Sawyer St","Oshkosh","WI","54902-3300",,,"Oshkosh Area","Report received",95,4,4,4,4,4,4,4,"95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",44.02854379,-88.56641678
2506,"Roosevelt Elementary","4620/0154",,"915 Romayne Ave","Racine","WI","53402",,,"Racine Unified","Report received",80,4,4,13,4,4,4,4,"80%","<5%","<5%","13%","<5%","<5%","<5%","<5%",42.75097273,-87.79142295
2507,"Roosevelt Elementary","5607/0260",,"2200 Wisconsin Ave","Plover","WI","54467-9355",,,"Stevens Point Area Public","Report received",91,4,4,4,4,4,8,4,"91%","<5%","<5%","<5%","<5%","<5%","8%","<5%",44.46379586,-89.54134672
2508,"Roosevelt Elementary","6244/0200",,"2535 N 73rd St","Wauwatosa","WI","53213-1299",,,"Wauwatosa","Report received",88,4,4,4,4,4,4,4,"88%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",43.06496729,-88.00457181
2509,"Roosevelt Middle","3619/0059",,"800 W Walnut St","Milwaukee","WI","53205-1717",,,"Milwaukee","Report received",41,25,55,4,4,4,4,4,"41%","25%","55%","<5%","<5%","<5%","<5%","<5%",43.05362158,-87.92158516
2510,"Rose Glen Elementary","6174/0410",,"W273S3845 Brookhill Dr","Waukesha","WI","53189-6499",,,"Waukesha","Report received",96,4,4,4,4,4,4,4,">95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",42.97476801,-88.29419468
2511,"Rosendale-Brandon Middle","4956/0030",,"200 S Main St","Rosendale","WI","54974",,,"Rosendale-Brandon","Report received",85,4,14,4,4,4,4,4,"85%","<5%","14%","<5%","<5%","<5%","<5%","<5%",43.80367806,-88.67619692
2512,"Rosendale Intermediate","4956/0080",,"200 S Main St","Rosendale","WI","54974",,,"Rosendale-Brandon","Report received",94,4,4,4,4,4,4,4,"94%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",43.80367806,-88.67619692
2513,"Rosendale Primary","4956/0060",,"300 W Wisconsin St","Rosendale","WI","54974-9639",,,"Rosendale-Brandon","Report received",96,4,4,4,4,4,4,4,">95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",43.80950899,-88.67908979
