"OBJECTID","SCHOOL","DIST_SCHL","DISTSCHL","ADDRESS","CITY","STATE","ZIP","MAIL_CITY","MAIL_ST","DISTRICT","COMMENT","WebAllPercentMinReq","WebAllPercentInProcess","WebAllPercentBehindSchedule","WebAllPercentNoRecord","WebAllPercentHealth","WebAllPercentRelig","WebAllPercentPers","WebAllPercentNoShots","WebAllPercentMinReq_TXT","WebAllPercentInProcess_TXT","WebAllPercentBehindSchedule_TXT","WebAllPercentNoRecord_TXT","WebAllPercentHealth_TXT","WebAllPercentRelig_TXT","WebAllPercentPers_TXT","WebAllPercentNoShots_TXT","LAT","LON"
494,"Saint John's Ev. Lutheran School","5460/4650",,"419 Jefferson Ave","Sparta","WI","54656-2116",,,"Sparta Area","Report received",92,4,4,4,4,5,4,7,"92%","<5%","<5%","<5%","<5%","5%","<5%","7%",43.94235501,-90.81617353
495,"Saint John's Evangelical Lutheran School","6216/4855",,"110 Edgelawn Dr","Fox Lake","WI","53933-9704",,,"Waupun","Report received",96,4,4,4,4,4,4,4,">95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",43.56731903,-88.90345096
496,"Saint John's Evangelical Lutheran School","3290/4315",,"7531A English Lake Rd","Manitowoc","WI","54220-9524",,,"Manitowoc","Report received",89,4,4,4,4,9,4,4,"89%","<5%","<5%","<5%","<5%","9%","<5%","<5%",44.05136242,-87.75806249
497,"Saint John's Evangelical Lutheran School","2702/4670",,"232 E Church St","Jefferson","WI","53549-1211",,,"Jefferson","Report received",96,4,4,4,4,4,4,4,">95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",43.00622898,-88.80448289
498,"Saint John's Evangelical Lutheran School","6244/4685",,"1278 Dewey Ave","Wauwatosa","WI","53213-2599",,,"Wauwatosa","Report received",93,4,4,4,4,4,4,4,"93%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",43.048325,-88.00936459
499,"Saint John's Lutheran Grade School","5824/4800",,"3607 45th St","Two Rivers","WI","54241",,,"Two Rivers Public","Report received",91,4,4,4,4,4,9,4,"91%","<5%","<5%","<5%","<5%","<5%","9%","<5%",44.17340821,-87.59925558
500,"Saint John's Lutheran School","3171/4865",,"558 Water St","Lomira","WI","53048",,,"Lomira","Report received",85,4,4,4,4,4,10,4,"85%","<5%","<5%","<5%","<5%","<5%","10%","<5%",43.58843907,-88.43964382
501,"Saint John's Lutheran School","0280/4830",,"515 5th St","Baraboo","WI","53913-2200",,,"Baraboo","Report received",84,4,4,4,4,4,16,4,"84%","<5%","<5%","<5%","<5%","<5%","16%","<5%",43.47207298,-89.73453315
502,"Saint John's Lutheran School","3367/4868",,"520 Bridge St","Mayville","WI","53050-1552",,,"Mayville","Report received",91,4,4,4,4,4,4,4,"91%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",43.49632206,-88.55034079
503,"Saint John's Lutheran School","2744/4837",,"402 S Main St","Juneau","WI","53039-1015",,,"Dodgeland","Report received",90,4,4,4,4,4,10,4,"90%","<5%","<5%","<5%","<5%","<5%","10%","<5%",43.40256663,-88.70441536
504,"Saint John's Lutheran School","6125/4475",,"317 N 6th St","Watertown","WI","53094-3811",,,"Watertown Unified","Report received",91,4,4,4,4,4,6,91,"91%","<5%","<5%","<5%","<5%","<5%","6%","91%",43.19564302,-88.71840585
505,"Saint John's Lutheran School","6307/4890",,"623 Congress St","Newburg","WI","53060",,,"West Bend","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",43.43180045,-88.04972359
506,"Saint John's Lutheran School","2420/4450",,"20813 W Forest View Dr","Lannon","WI","53046-9711",,,"Hamilton","Report received",89,4,4,4,4,4,5,4,"89%","<5%","<5%","<5%","<5%","<5%","5%","<5%",43.14552202,-88.16959068
507,"Saint John's Lutheran School","1897/4460",,"7877 N Port Washington Rd","Glendale","WI","53217-3132",,,"Maple Dale-Indian Hill","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",43.16119402,-87.91146663
508,"Saint John's Lutheran School","0777/4840",,"198 Westridge Ave","Burlington","WI","53105-1742",,,"Burlington Area","Report received",68,4,4,6,4,4,16,13,"68%","<5%","<5%","6%","<5%","<5%","16%","13%",42.67606592,-88.29381869
509,"Saint John's Lutheran School","4228/1272",,"505 E LaFollette St","Pardeeville","WI","53954",,,"Pardeeville Area","Report received",96,4,4,4,4,4,19,4,">95%","<5%","<5%","<5%","<5%","<5%","19%","<5%",43.53241404,-89.29467506
510,"Saint John's Lutheran School","6307/4920",,"899 S 6th Ave","West Bend","WI","53095-4613",,,"West Bend","Report received",92,4,4,4,4,4,7,4,"92%","<5%","<5%","<5%","<5%","<5%","7%","<5%",43.41043953,-88.18308784
511,"Saint John's Lutheran School","4620/4910",,"510 Kewaunee St","Racine","WI","53402-5095",,,"Racine Unified","Report received",91,4,4,6,4,4,4,4,"91%","<5%","<5%","6%","<5%","<5%","<5%","<5%",42.73967414,-87.78645506
512,"Saint John's Lutheran School","3619/4655",,"4001 S 68th St","Milwaukee","WI","53220-2423",,,"Milwaukee","Report received",95,4,4,4,4,4,4,4,"95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",42.97182801,-87.99900162
513,"Saint John's Lutheran School","4501/4770",,"430 W Emmett St","Portage","WI","53901-1642",,,"Portage Community","Report received",89,4,4,4,4,4,8,11,"89%","<5%","<5%","<5%","<5%","<5%","8%","11%",43.54419601,-89.47107009
514,"Saint John Bosco Catholic School","5642/0460",,"730 W Maple Street","Sturgeon Bay","WI","54235",,,"Sturgeon Bay","Report received",96,4,4,4,4,4,4,4,">95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",44.82968033,-87.39590358
515,"Saint John Ev Lutheran School","6118/4710",,"413 E Madison St","Waterloo","WI","53594-1235",,,"Waterloo","Report received",86,4,4,4,4,9,4,12,"86%","<5%","<5%","<5%","<5%","9%","<5%","12%",43.184397,-88.9866539
516,"Saint John Evangelical Lutheran School","6734/4320",,"261 Clay St","Wrightstown","WI","54180-1161",,,"Wrightstown Community","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",44.32714823,-88.15848578
517,"Saint John Grade School","3129/4350",,"328 Grand Ave","Little Chute","WI","54140-1797",,,"Little Chute Area","Report received",91,4,4,4,4,4,8,4,"91%","<5%","<5%","<5%","<5%","<5%","8%","<5%",44.27799322,-88.31480086
518,"Saint John Lutheran Grade School","5670/4470",,"8905 Saint John Rd","Suring","WI","54174-9706",,,"Suring Public","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",45.00084631,-88.43855693
519,"Saint John Lutheran School","0434/4440",,"146 Mound St","Berlin","WI","54923-1729",,,"Berlin Area","Report received",93,4,4,4,4,4,4,4,"93%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",43.9670161,-88.95271096
520,"Saint John Lutheran School","4473/4483",,"222 N Stafford St","Plymouth","WI","53073-1839",,,"Plymouth Joint","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",43.7496023,-87.97778227
521,"Saint John Lutheran School","4305/4682",,"N1926 Church Rd","Peshtigo","WI","54157-9673",,,"Peshtigo","Report received",96,4,4,4,4,4,4,4,">95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",45.02816435,-87.86959577
522,"Saint John Lutheran School","3500/4480",,"1104 E 3rd St","Merrill","WI","54452-2530",,,"Merrill Area","Report received",81,4,4,4,4,4,17,4,"81%","<5%","<5%","<5%","<5%","<5%","17%","<5%",45.18355126,-89.68518437
523,"Saint John Lutheran School","4641/4485",,"W 5407 County Road SS","Random Lake","WI","53075-1237",,,"Random Lake","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",43.58573509,-87.96593766
524,"Saint John Lutheran School","4970/4490",,"E10723 County Road Z","Wausau","WI","54403-8915",,,"D C Everest Area","Report received",89,4,4,4,4,4,9,4,"89%","<5%","<5%","<5%","<5%","<5%","9%","<5%",44.9886348,-89.48928575
525,"Saint John Paul II Classical School","2289/1727",,"320 Victoria St","Green Bay","WI","54302",,,"Green Bay Area Public","Report received",50,4,20,4,4,9,20,13,"50%","<5%","20%","<5%","<5%","9%","20%","13%",44.49919823,-87.98325175
526,"Saint John Paul II School","3619/2850",,"3344 S 16th St","Milwaukee","WI","53215-4996",,,"Milwaukee","Report received",96,4,4,4,4,4,4,4,">95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",42.98351,-87.93341756
527,"Saint John Sacred Heart School","2758/4515",,"N361 Military Rd","Sherwood","WI","54169",,,"Kaukauna Area","Report received",96,4,4,4,4,6,6,6,">95%","<5%","<5%","<5%","<5%","6%","6%","6%",44.1721692,-88.26068777
528,"Saint John Saint James Lutheran School","4760/8257",,"219 Manitowoc St","Reedsville","WI","54230",,,"Reedsville","Report received",83,4,4,4,4,4,17,4,"83%","<5%","<5%","<5%","<5%","<5%","17%","<5%",44.15128022,-87.94949368
529,"Saint John School","6181/4720",,"114 E 3rd St","Waunakee","WI","53597-1494",,,"Waunakee Community","Report received",88,4,4,4,4,4,10,4,"88%","<5%","<5%","<5%","<5%","<5%","10%","<5%",43.18922395,-89.45352504
530,"Saint John School","1561/4330",,"125 N 4th Ave","Edgar","WI","54426",,,"Edgar","Report received",93,4,7,4,4,4,4,4,"93%","<5%","7%","<5%","<5%","<5%","<5%","<5%",44.92417807,-89.96577936
531,"Saint John the Baptist Catholic School","4473/4543",,"116 Pleasant St","Plymouth","WI","53073-1666",,,"Plymouth Joint","Report received",92,4,4,4,4,4,7,4,"92%","<5%","<5%","<5%","<5%","<5%","7%","<5%",43.74801513,-87.98436764
532,"Saint John the Baptist Grade School","2702/4537",,"333 E Church St","Jefferson","WI","53549-1505",,,"Jefferson","Report received",94,4,4,4,4,4,6,4,"94%","<5%","<5%","<5%","<5%","<5%","6%","<5%",43.00705695,-88.80226085
533,"Saint John the Baptist Primary School","3339/4360",,"307 N Walnut Ave","Marshfield","WI","54449-2039",,,"Marshfield Unified","Report received",93,4,4,4,4,4,7,4,"93%","<5%","<5%","<5%","<5%","<5%","7%","<5%",44.67095414,-90.17390742
534,"Saint John the Baptist School-GRACE","2604/4532",,"2561 Glendale Ave","Green Bay","WI","54313-6898",,,"Howard-Suamico","Report received",92,4,6,4,4,4,4,4,"92%","<5%","6%","<5%","<5%","<5%","<5%","<5%",44.56444725,-88.08359583
535,"Saint John the Evangelist","2303/4560",,"8500 W Coldspring Rd","Greenfield","WI","53228-2850",,,"Greenfield","Report received",91,4,4,4,4,4,6,6,"91%","<5%","<5%","<5%","<5%","<5%","6%","6%",42.96729101,-88.02014958
536,"Saint John the Evangelist School","5523/4548",,"209 N Washington St","Spring Green","WI","53588",,,"River Valley","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",43.17806592,-90.06927726
537,"Saint John Vianney Catholic School","2695/4630",,"1250 E Racine St","Janesville","WI","53545-4820",,,"Janesville","Report received",94,4,4,4,4,4,4,4,"94%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",42.6776729,-89.00735288
538,"Saint John Vianney Grade School","0714/4620",,"17500 Gebhardt Rd","Brookfield","WI","53045-5096",,,"Elmbrook","Report received",92,4,4,4,4,4,7,44,"92%","<5%","<5%","<5%","<5%","<5%","7%","44%",43.054689,-88.12934763
539,"Saint John XXIII Catholic School","4515/2312",,"1802 N Wisconsin St","Port Washington","WI","53074-1047",,,"Port Washington-Saukville","Report received",92,4,4,4,4,4,6,4,"92%","<5%","<5%","<5%","<5%","<5%","6%","<5%",43.40900974,-87.8691356
540,"Saint Johns Evangelical Lutheran School","3899/4680",,"805 W 5th St","Neillsville","WI","54456-1698",,,"Neillsville","Report received",88,4,4,4,4,7,6,6,"88%","<5%","<5%","<5%","<5%","7%","6%","6%",44.5603222,-90.60654982
541,"Saint Johns Lutheran School","1407/4867",,"14323 S Maribel Rd","Maribel","WI","54227-9796",,,"Denmark","Report received",84,4,4,4,4,4,16,6,"84%","<5%","<5%","<5%","<5%","<5%","16%","6%",44.27116824,-87.80598364
542,"Saint Johns Lutheran School","3822/4885",,"410 W Veterans Way","Mukwonago","WI","53149-1114",,,"Mukwonago","Report received",88,4,4,4,4,4,9,4,"88%","<5%","<5%","<5%","<5%","<5%","9%","<5%",42.87525496,-88.34299367
543,"Saint Johns NW Military Academy","1376/4930",,"1101 Genesee St","Delafield","WI","53018-1411",,,"Kettle Moraine","Report received",81,4,4,4,14,4,14,6,"81%","<5%","<5%","<5%","14%","<5%","14%","6%",43.06382099,-88.40616376
544,"Saint Josaphat Parish School","3619/4950",,"801 W Lincoln Ave","Milwaukee","WI","53215-3296",,,"Milwaukee","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",43.00260801,-87.9216166
545,"Saint Joseph Academy","3619/8224",,"3027 S 16th St","Milwaukee","WI","53215",,,"Milwaukee","Report received",96,4,4,4,4,4,4,4,">95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",42.98916599,-87.93440956
546,"Saint Joseph Catholic Academy","2793/5220",,"2401 69th St","Kenosha","WI","53143-5272",,,"Kenosha","Report received",83,4,12,4,4,4,11,4,"83%","<5%","12%","<5%","<5%","<5%","11%","<5%",42.57048194,-87.83797553
547,"Saint Joseph Catholic School","3822/5000",,"S89W22650 Milwaukee Ave","Big Bend","WI","53103",,,"Mukwonago","Report received",90,4,4,4,4,4,7,10,"90%","<5%","<5%","<5%","<5%","<5%","7%","10%",42.88273297,-88.20277169
548,"Saint Joseph Catholic School","5628/5160",,"119210 Larch  St","Stratford","WI","54484",,,"Stratford","Report received",76,4,4,4,11,4,4,4,"76%","<5%","<5%","<5%","11%","<5%","<5%","<5%",44.80433791,-90.07290312
549,"Saint Joseph Catholic School","5593/5020",,"813 E Patten St","Boyd","WI","54726-9123",,,"Stanley-Boyd Area","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",44.94977714,-91.03593976
550,"Saint Joseph Grade School","1883/5330",,"1650 Endl Blvd","Fort Atkinson","WI","53538-2855",,,"Fort Atkinson","Report received",91,4,4,4,4,4,6,4,"91%","<5%","<5%","<5%","<5%","<5%","6%","<5%",42.90345895,-88.84627489
551,"Saint Joseph Grade School","3444/5100",,"910 Wilson Ave","Menomonie","WI","54751-2779",,,"Menomonie Area","Report received",96,4,4,4,4,4,4,4,">95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",44.87521409,-91.91911499
552,"Saint Joseph Grade School","2485/5060",,"780 County Hwy Z","Hazel Green","WI","53811-9709",,,"Southwestern Wisconsin","Report received",93,4,4,4,4,4,4,4,"93%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",42.5313308,-90.53361432
553,"Saint Joseph Grade School","1428/5030",,"305 E Walnut St","Dodgeville","WI","53533-1798",,,"Dodgeville","Report received",79,4,4,4,4,8,14,9,"79%","<5%","<5%","<5%","<5%","8%","14%","9%",42.95773565,-90.12680413
554,"Saint Joseph Parish School","4578/4975",,"281 Dakota St S","Prescott","WI","54021-1603",,,"Prescott","Report received",85,4,4,4,4,4,4,15,"85%","<5%","<5%","<5%","<5%","<5%","<5%","15%",44.74676399,-92.79791017
555,"Saint Joseph Parish School","2217/5340",,"1619 Washington Ave","Grafton","WI","53024-2004",,,"Grafton","Report received",94,4,4,4,4,4,4,4,"94%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",43.31935507,-87.94634065
556,"Saint Joseph School","6244/4980",,"2750 N 122nd St","Wauwatosa","WI","53222-4013",,,"Wauwatosa","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",43.06827201,-88.0642276
557,"Saint Joseph School","0280/4990",,"310 2nd St","Baraboo","WI","53913-2595",,,"Baraboo","Report received",84,4,4,4,4,4,15,4,"84%","<5%","<5%","<5%","<5%","<5%","15%","<5%",43.46864197,-89.73844616
558,"Saint Joseph School","0182/1508",,"991 Pilgrim Way","Green Bay","WI","54304",,,"Ashwaubenon","Report received",93,4,4,4,4,4,7,7,"93%","<5%","<5%","<5%","<5%","<5%","7%","7%",44.48325425,-88.07461377
559,"Saint Joseph School","4802/5150",,"128 W Humbird St","Rice Lake","WI","54868-1694",,,"Rice Lake Area","Report received",96,4,4,4,4,4,4,4,">95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",45.50491721,-91.73839498
560,"Saint Jude the Apostle Grade School","6244/5440",,"800 Glenview Ave","Wauwatosa","WI","53213-3308",,,"Wauwatosa","Report received",96,4,4,4,4,4,4,4,">95%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",43.04002499,-88.01356259
561,"Saint Katharine Drexel School","0336/8560",,"503 S Spring St","Beaver Dam","WI","53916-2517",,,"Beaver Dam Unified","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",43.45164205,-88.83637089
562,"Saint Kilian School","2443/5480",,"245 High St","Hartford","WI","53027-1196",,,"Hartford J1","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",43.32271355,-88.38166163
563,"Saint Lawrence Seminary High","3941/5550",,"301 Church St","Mount Calvary","WI","53057-9699",,,"New Holstein","Report received",92,4,4,4,4,4,4,4,"92%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",43.82254115,-88.24936076
564,"Saint Leonard School","3857/5555",,"W173S7777 Westwood Dr","Muskego","WI","53150-9160",,,"Muskego-Norway","Report received",89,4,4,4,4,4,4,4,"89%","<5%","<5%","<5%","<5%","<5%","<5%","<5%",42.90264997,-88.13258966
565,"Saint Lucas Grade School","2800/5620",,"1410 Parkview","Kewaskum","WI","53040",,,"Kewaskum","No report received",-6,-6,-6,-6,-6,-6,-6,-6,"No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received","No Report Received",43.5220642,-88.22263469
566,"Saint Lucas Lutheran School","3619/5640",,"648 E Dover St","Milwaukee","WI","53207",,,"Milwaukee","Report received",67,7,19,4,4,4,7,4,"67%","7%","19%","<5%","<5%","<5%","7%","<5%",42.99769001,-87.90107355
567,"Saint Luke Grade School","5523/5660",,"1290 Nachreiner Ave","Plain","WI","53577-9772",,,"River Valley","Report received",70,4,17,4,4,4,4,5,"70%","<5%","17%","<5%","<5%","<5%","<5%","5%",43.27625495,-90.04964828
568,"Saint Lukes Lutheran School","4025/5695",,"245 S 2nd St","Oakfield","WI","53065",,,"Oakfield","Report received",93,4,5,4,4,4,4,4,"93%","<5%","5%","<5%","<5%","<5%","<5%","<5%",43.68128408,-88.5447308
